method_id,team,n,share
SB002,ARI,10,0.072992700729927
SB002,HOU,10,0.072992700729927
SB002,CAR,9,0.06569343065693431
SB002,DET,8,0.058394160583941604
SB002,MIA,8,0.058394160583941604
SB002,CHI,7,0.051094890510948905
SB002,JAC,7,0.051094890510948905
SB002,LV,7,0.051094890510948905
SB002,NYG,7,0.051094890510948905
SB002,BUF,6,0.043795620437956206
SB002,NYJ,6,0.043795620437956206
SB002,CLE,5,0.0364963503649635
SB002,LA,5,0.0364963503649635
SB002,TB,5,0.0364963503649635
SB002,WAS,5,0.0364963503649635
SB002,ATL,4,0.029197080291970802
SB002,DEN,4,0.029197080291970802
SB002,TEN,4,0.029197080291970802
SB002,CIN,3,0.021897810218978103
SB002,SEA,3,0.021897810218978103
SB002,SF,3,0.021897810218978103
SB002,BAL,2,0.014598540145985401
SB002,IND,2,0.014598540145985401
SB002,MIN,2,0.014598540145985401
SB002,DAL,1,0.0072992700729927005
SB002,GB,1,0.0072992700729927005
SB002,KC,1,0.0072992700729927005
SB002,LAC,1,0.0072992700729927005
SB002,NE,1,0.0072992700729927005
SB006,JAC,10,0.08771929824561403
SB006,DET,8,0.07017543859649122
SB006,MIA,7,0.06140350877192982
SB006,CLE,6,0.05263157894736842
SB006,LV,6,0.05263157894736842
SB006,TEN,6,0.05263157894736842
SB006,ATL,5,0.043859649122807015
SB006,CIN,5,0.043859649122807015
SB006,WAS,5,0.043859649122807015
SB006,ARI,4,0.03508771929824561
SB006,DAL,4,0.03508771929824561
SB006,IND,4,0.03508771929824561
SB006,NYG,4,0.03508771929824561
SB006,NYJ,4,0.03508771929824561
SB006,CAR,3,0.02631578947368421
SB006,GB,3,0.02631578947368421
SB006,LAC,3,0.02631578947368421
SB006,PHI,3,0.02631578947368421
SB006,SEA,3,0.02631578947368421
SB006,BAL,2,0.017543859649122806
SB006,CHI,2,0.017543859649122806
SB006,DEN,2,0.017543859649122806
SB006,HOU,2,0.017543859649122806
SB006,KC,2,0.017543859649122806
SB006,NO,2,0.017543859649122806
SB006,PIT,2,0.017543859649122806
SB006,SF,2,0.017543859649122806
SB006,TB,2,0.017543859649122806
SB006,BUF,1,0.008771929824561403
SB006,LA,1,0.008771929824561403
SB006,NE,1,0.008771929824561403
SB008,LAC,7,0.07526881720430108
SB008,NYJ,7,0.07526881720430108
SB008,ATL,6,0.06451612903225806
SB008,DAL,6,0.06451612903225806
SB008,BAL,5,0.053763440860215055
SB008,CIN,4,0.043010752688172046
SB008,JAC,4,0.043010752688172046
SB008,MIN,4,0.043010752688172046
SB008,ARI,3,0.03225806451612903
SB008,CAR,3,0.03225806451612903
SB008,CLE,3,0.03225806451612903
SB008,DET,3,0.03225806451612903
SB008,LA,3,0.03225806451612903
SB008,NO,3,0.03225806451612903
SB008,NYG,3,0.03225806451612903
SB008,SEA,3,0.03225806451612903
SB008,TEN,3,0.03225806451612903
SB008,BUF,2,0.021505376344086023
SB008,DEN,2,0.021505376344086023
SB008,GB,2,0.021505376344086023
SB008,HOU,2,0.021505376344086023
SB008,IND,2,0.021505376344086023
SB008,KC,2,0.021505376344086023
SB008,MIA,2,0.021505376344086023
SB008,NE,2,0.021505376344086023
SB008,SF,2,0.021505376344086023
SB008,CHI,1,0.010752688172043012
SB008,LV,1,0.010752688172043012
SB008,PHI,1,0.010752688172043012
SB008,PIT,1,0.010752688172043012
SB008,WAS,1,0.010752688172043012
SB011,SEA,8,0.09411764705882353
SB011,BAL,7,0.08235294117647059
SB011,DAL,7,0.08235294117647059
SB011,PIT,7,0.08235294117647059
SB011,CAR,4,0.047058823529411764
SB011,LAC,4,0.047058823529411764
SB011,NE,4,0.047058823529411764
SB011,NO,4,0.047058823529411764
SB011,BUF,3,0.03529411764705882
SB011,CHI,3,0.03529411764705882
SB011,CIN,3,0.03529411764705882
SB011,IND,3,0.03529411764705882
SB011,PHI,3,0.03529411764705882
SB011,CLE,2,0.023529411764705882
SB011,GB,2,0.023529411764705882
SB011,HOU,2,0.023529411764705882
SB011,JAC,2,0.023529411764705882
SB011,MIN,2,0.023529411764705882
SB011,NYG,2,0.023529411764705882
SB011,TEN,2,0.023529411764705882
SB011,WAS,2,0.023529411764705882
SB011,ARI,1,0.011764705882352941
SB011,ATL,1,0.011764705882352941
SB011,DEN,1,0.011764705882352941
SB011,DET,1,0.011764705882352941
SB011,KC,1,0.011764705882352941
SB011,MIA,1,0.011764705882352941
SB011,NYJ,1,0.011764705882352941
SB011,SF,1,0.011764705882352941
SB011,TB,1,0.011764705882352941
SB016,NO,9,0.0625
SB016,PIT,9,0.0625
SB016,SEA,9,0.0625
SB016,IND,8,0.05555555555555555
SB016,NYG,8,0.05555555555555555
SB016,BAL,7,0.04861111111111111
SB016,NE,7,0.04861111111111111
SB016,NYJ,7,0.04861111111111111
SB016,PHI,6,0.041666666666666664
SB016,TEN,6,0.041666666666666664
SB016,CHI,5,0.034722222222222224
SB016,GB,5,0.034722222222222224
SB016,JAC,5,0.034722222222222224
SB016,WAS,5,0.034722222222222224
SB016,ARI,4,0.027777777777777776
SB016,CIN,4,0.027777777777777776
SB016,CLE,4,0.027777777777777776
SB016,DAL,4,0.027777777777777776
SB016,DET,4,0.027777777777777776
SB016,MIN,4,0.027777777777777776
SB016,KC,3,0.020833333333333332
SB016,LAC,3,0.020833333333333332
SB016,MIA,3,0.020833333333333332
SB016,ATL,2,0.013888888888888888
SB016,CAR,2,0.013888888888888888
SB016,DEN,2,0.013888888888888888
SB016,HOU,2,0.013888888888888888
SB016,LA,2,0.013888888888888888
SB016,SF,2,0.013888888888888888
SB016,TB,2,0.013888888888888888
SB016,BUF,1,0.006944444444444444
SB025,NYJ,9,0.08108108108108109
SB025,SEA,8,0.07207207207207207
SB025,DEN,7,0.06306306306306306
SB025,MIA,7,0.06306306306306306
SB025,CHI,6,0.05405405405405406
SB025,MIN,6,0.05405405405405406
SB025,CAR,5,0.04504504504504504
SB025,GB,5,0.04504504504504504
SB025,LA,5,0.04504504504504504
SB025,PIT,5,0.04504504504504504
SB025,BAL,4,0.036036036036036036
SB025,CIN,4,0.036036036036036036
SB025,JAC,4,0.036036036036036036
SB025,ATL,3,0.02702702702702703
SB025,BUF,3,0.02702702702702703
SB025,CLE,3,0.02702702702702703
SB025,NE,3,0.02702702702702703
SB025,SF,3,0.02702702702702703
SB025,TEN,3,0.02702702702702703
SB025,DAL,2,0.018018018018018018
SB025,DET,2,0.018018018018018018
SB025,LAC,2,0.018018018018018018
SB025,PHI,2,0.018018018018018018
SB025,TB,2,0.018018018018018018
SB025,WAS,2,0.018018018018018018
SB025,ARI,1,0.009009009009009009
SB025,HOU,1,0.009009009009009009
SB025,IND,1,0.009009009009009009
SB025,KC,1,0.009009009009009009
SB025,NO,1,0.009009009009009009
SB025,NYG,1,0.009009009009009009
