method_id,team,n,share
US001,ATL,7,0.07608695652173914
US001,PIT,7,0.07608695652173914
US001,LAC,6,0.06521739130434782
US001,SEA,6,0.06521739130434782
US001,NE,5,0.05434782608695652
US001,PHI,5,0.05434782608695652
US001,WAS,5,0.05434782608695652
US001,BUF,4,0.043478260869565216
US001,IND,4,0.043478260869565216
US001,LA,4,0.043478260869565216
US001,CIN,3,0.03260869565217391
US001,GB,3,0.03260869565217391
US001,HOU,3,0.03260869565217391
US001,LV,3,0.03260869565217391
US001,MIN,3,0.03260869565217391
US001,NO,3,0.03260869565217391
US001,NYJ,3,0.03260869565217391
US001,BAL,2,0.021739130434782608
US001,CHI,2,0.021739130434782608
US001,DET,2,0.021739130434782608
US001,JAX,2,0.021739130434782608
US001,KC,2,0.021739130434782608
US001,NYG,2,0.021739130434782608
US001,TEN,2,0.021739130434782608
US001,CLE,1,0.010869565217391304
US001,DAL,1,0.010869565217391304
US001,DEN,1,0.010869565217391304
US001,MIA,1,0.010869565217391304
US002,BAL,12,0.09523809523809523
US002,ARI,8,0.06349206349206349
US002,LAC,7,0.05555555555555555
US002,PIT,7,0.05555555555555555
US002,CHI,6,0.047619047619047616
US002,HOU,6,0.047619047619047616
US002,DAL,5,0.03968253968253968
US002,JAX,5,0.03968253968253968
US002,KC,5,0.03968253968253968
US002,NE,5,0.03968253968253968
US002,TB,5,0.03968253968253968
US002,ATL,4,0.031746031746031744
US002,CAR,4,0.031746031746031744
US002,CLE,4,0.031746031746031744
US002,MIA,4,0.031746031746031744
US002,NYG,4,0.031746031746031744
US002,SEA,4,0.031746031746031744
US002,DEN,3,0.023809523809523808
US002,GB,3,0.023809523809523808
US002,IND,3,0.023809523809523808
US002,NYJ,3,0.023809523809523808
US002,PHI,3,0.023809523809523808
US002,WAS,3,0.023809523809523808
US002,BUF,2,0.015873015873015872
US002,CIN,2,0.015873015873015872
US002,DET,2,0.015873015873015872
US002,NO,2,0.015873015873015872
US002,TEN,2,0.015873015873015872
US002,LA,1,0.007936507936507936
US002,MIN,1,0.007936507936507936
US002,SF,1,0.007936507936507936
US003,MIA,7,0.06542056074766354
US003,ARI,6,0.056074766355140186
US003,GB,6,0.056074766355140186
US003,NO,6,0.056074766355140186
US003,ATL,5,0.04672897196261682
US003,BAL,5,0.04672897196261682
US003,CAR,5,0.04672897196261682
US003,DEN,5,0.04672897196261682
US003,DET,5,0.04672897196261682
US003,JAX,5,0.04672897196261682
US003,IND,4,0.037383177570093455
US003,LV,4,0.037383177570093455
US003,DAL,3,0.028037383177570093
US003,HOU,3,0.028037383177570093
US003,LA,3,0.028037383177570093
US003,LAC,3,0.028037383177570093
US003,NE,3,0.028037383177570093
US003,NYG,3,0.028037383177570093
US003,NYJ,3,0.028037383177570093
US003,PHI,3,0.028037383177570093
US003,SEA,3,0.028037383177570093
US003,TEN,3,0.028037383177570093
US003,CIN,2,0.018691588785046728
US003,MIN,2,0.018691588785046728
US003,PIT,2,0.018691588785046728
US003,TB,2,0.018691588785046728
US003,WAS,2,0.018691588785046728
US003,BUF,1,0.009345794392523364
US003,CHI,1,0.009345794392523364
US003,KC,1,0.009345794392523364
US003,SF,1,0.009345794392523364
US004,NO,13,0.0546218487394958
US004,BAL,12,0.05042016806722689
US004,GB,12,0.05042016806722689
US004,CAR,11,0.046218487394957986
US004,ARI,10,0.04201680672268908
US004,IND,10,0.04201680672268908
US004,MIA,10,0.04201680672268908
US004,ATL,9,0.037815126050420166
US004,LV,9,0.037815126050420166
US004,DET,8,0.03361344537815126
US004,HOU,8,0.03361344537815126
US004,NYG,8,0.03361344537815126
US004,PIT,8,0.03361344537815126
US004,WAS,8,0.03361344537815126
US004,LA,7,0.029411764705882353
US004,LAC,7,0.029411764705882353
US004,MIN,7,0.029411764705882353
US004,PHI,7,0.029411764705882353
US004,SEA,7,0.029411764705882353
US004,CIN,6,0.025210084033613446
US004,DAL,6,0.025210084033613446
US004,DEN,6,0.025210084033613446
US004,KC,6,0.025210084033613446
US004,NE,6,0.025210084033613446
US004,NYJ,6,0.025210084033613446
US004,TB,6,0.025210084033613446
US004,BUF,5,0.02100840336134454
US004,JAX,5,0.02100840336134454
US004,TEN,5,0.02100840336134454
US004,CHI,4,0.01680672268907563
US004,CLE,3,0.012605042016806723
US004,SF,3,0.012605042016806723
US005,ARI,15,0.06726457399103139
US005,BUF,14,0.06278026905829596
US005,NO,13,0.05829596412556054
US005,MIA,12,0.053811659192825115
US005,LA,11,0.04932735426008968
US005,TB,9,0.04035874439461883
US005,DET,8,0.03587443946188341
US005,IND,8,0.03587443946188341
US005,MIN,8,0.03587443946188341
US005,NYJ,8,0.03587443946188341
US005,TEN,8,0.03587443946188341
US005,WAS,8,0.03587443946188341
US005,CIN,7,0.03139013452914798
US005,DEN,7,0.03139013452914798
US005,HOU,7,0.03139013452914798
US005,JAX,7,0.03139013452914798
US005,KC,7,0.03139013452914798
US005,ATL,6,0.026905829596412557
US005,CLE,6,0.026905829596412557
US005,DAL,6,0.026905829596412557
US005,NYG,6,0.026905829596412557
US005,BAL,5,0.02242152466367713
US005,CHI,5,0.02242152466367713
US005,LV,5,0.02242152466367713
US005,PIT,5,0.02242152466367713
US005,GB,4,0.017937219730941704
US005,LAC,4,0.017937219730941704
US005,SEA,4,0.017937219730941704
US005,NE,3,0.013452914798206279
US005,PHI,3,0.013452914798206279
US005,CAR,2,0.008968609865470852
US005,SF,2,0.008968609865470852
US006,LV,9,0.1
US006,CHI,8,0.08888888888888889
US006,DET,7,0.07777777777777778
US006,WAS,7,0.07777777777777778
US006,ARI,6,0.06666666666666667
US006,LA,5,0.05555555555555555
US006,MIA,5,0.05555555555555555
US006,NYG,5,0.05555555555555555
US006,CAR,4,0.044444444444444446
US006,CLE,4,0.044444444444444446
US006,ATL,3,0.03333333333333333
US006,BUF,3,0.03333333333333333
US006,JAX,3,0.03333333333333333
US006,TEN,3,0.03333333333333333
US006,DEN,2,0.022222222222222223
US006,NE,2,0.022222222222222223
US006,NO,2,0.022222222222222223
US006,PIT,2,0.022222222222222223
US006,SEA,2,0.022222222222222223
US006,BAL,1,0.011111111111111112
US006,CIN,1,0.011111111111111112
US006,GB,1,0.011111111111111112
US006,HOU,1,0.011111111111111112
US006,LAC,1,0.011111111111111112
US006,MIN,1,0.011111111111111112
US006,NYJ,1,0.011111111111111112
US006,SF,1,0.011111111111111112
US007,NO,19,0.07851239669421488
US007,NE,15,0.06198347107438017
US007,GB,14,0.05785123966942149
US007,LAC,14,0.05785123966942149
US007,PIT,13,0.05371900826446281
US007,SEA,13,0.05371900826446281
US007,BAL,10,0.04132231404958678
US007,CHI,10,0.04132231404958678
US007,CIN,9,0.0371900826446281
US007,TB,9,0.0371900826446281
US007,DAL,8,0.03305785123966942
US007,PHI,8,0.03305785123966942
US007,SF,8,0.03305785123966942
US007,DEN,7,0.028925619834710745
US007,HOU,7,0.028925619834710745
US007,JAX,7,0.028925619834710745
US007,KC,7,0.028925619834710745
US007,NYJ,7,0.028925619834710745
US007,CAR,6,0.024793388429752067
US007,IND,6,0.024793388429752067
US007,NYG,6,0.024793388429752067
US007,ATL,5,0.02066115702479339
US007,MIN,5,0.02066115702479339
US007,TEN,5,0.02066115702479339
US007,WAS,5,0.02066115702479339
US007,ARI,4,0.01652892561983471
US007,MIA,4,0.01652892561983471
US007,BUF,3,0.012396694214876033
US007,DET,3,0.012396694214876033
US007,LA,3,0.012396694214876033
US007,CLE,2,0.008264462809917356
US008,DET,18,0.06521739130434782
US008,ARI,17,0.06159420289855073
US008,DAL,16,0.057971014492753624
US008,MIA,16,0.057971014492753624
US008,LA,14,0.050724637681159424
US008,WAS,14,0.050724637681159424
US008,HOU,13,0.04710144927536232
US008,CIN,12,0.043478260869565216
US008,ATL,11,0.03985507246376811
US008,LAC,10,0.036231884057971016
US008,LV,10,0.036231884057971016
US008,NYG,10,0.036231884057971016
US008,IND,9,0.03260869565217391
US008,NO,9,0.03260869565217391
US008,NYJ,9,0.03260869565217391
US008,TEN,8,0.028985507246376812
US008,BUF,7,0.025362318840579712
US008,CLE,7,0.025362318840579712
US008,TB,7,0.025362318840579712
US008,DEN,6,0.021739130434782608
US008,SEA,6,0.021739130434782608
US008,CHI,5,0.018115942028985508
US008,JAX,5,0.018115942028985508
US008,KC,5,0.018115942028985508
US008,PHI,5,0.018115942028985508
US008,PIT,5,0.018115942028985508
US008,SF,5,0.018115942028985508
US008,GB,4,0.014492753623188406
US008,NE,4,0.014492753623188406
US008,BAL,3,0.010869565217391304
US008,CAR,3,0.010869565217391304
US008,MIN,3,0.010869565217391304
US009,HOU,22,0.07942238267148015
US009,PIT,21,0.07581227436823104
US009,IND,15,0.05415162454873646
US009,JAX,15,0.05415162454873646
US009,BUF,12,0.04332129963898917
US009,SEA,12,0.04332129963898917
US009,KC,11,0.039711191335740074
US009,WAS,11,0.039711191335740074
US009,CIN,10,0.036101083032490974
US009,GB,10,0.036101083032490974
US009,NO,10,0.036101083032490974
US009,TEN,10,0.036101083032490974
US009,CAR,9,0.032490974729241874
US009,DAL,9,0.032490974729241874
US009,DEN,9,0.032490974729241874
US009,LAC,9,0.032490974729241874
US009,CLE,8,0.02888086642599278
US009,LA,8,0.02888086642599278
US009,MIN,8,0.02888086642599278
US009,PHI,8,0.02888086642599278
US009,ARI,7,0.02527075812274368
US009,CHI,6,0.021660649819494584
US009,MIA,6,0.021660649819494584
US009,NYG,6,0.021660649819494584
US009,NYJ,6,0.021660649819494584
US009,BAL,5,0.018050541516245487
US009,LV,5,0.018050541516245487
US009,DET,3,0.010830324909747292
US009,SF,3,0.010830324909747292
US009,ATL,2,0.007220216606498195
US009,TB,1,0.0036101083032490976
US010,BAL,12,0.07792207792207792
US010,DEN,10,0.06493506493506493
US010,NE,10,0.06493506493506493
US010,PHI,9,0.05844155844155844
US010,KC,8,0.05194805194805195
US010,PIT,8,0.05194805194805195
US010,ATL,7,0.045454545454545456
US010,CHI,7,0.045454545454545456
US010,GB,7,0.045454545454545456
US010,LA,7,0.045454545454545456
US010,NO,7,0.045454545454545456
US010,TB,7,0.045454545454545456
US010,HOU,6,0.03896103896103896
US010,DAL,5,0.032467532467532464
US010,IND,5,0.032467532467532464
US010,NYJ,5,0.032467532467532464
US010,BUF,4,0.025974025974025976
US010,NYG,4,0.025974025974025976
US010,SEA,4,0.025974025974025976
US010,DET,3,0.01948051948051948
US010,JAX,3,0.01948051948051948
US010,MIA,3,0.01948051948051948
US010,CIN,2,0.012987012987012988
US010,CLE,2,0.012987012987012988
US010,LAC,2,0.012987012987012988
US010,MIN,2,0.012987012987012988
US010,SF,2,0.012987012987012988
US010,TEN,2,0.012987012987012988
US010,WAS,1,0.006493506493506494
US011,IND,20,0.060240963855421686
US011,MIA,16,0.04819277108433735
US011,TB,16,0.04819277108433735
US011,ATL,15,0.045180722891566265
US011,JAX,15,0.045180722891566265
US011,WAS,15,0.045180722891566265
US011,CIN,13,0.0391566265060241
US011,NYG,13,0.0391566265060241
US011,HOU,12,0.03614457831325301
US011,KC,12,0.03614457831325301
US011,LA,11,0.03313253012048193
US011,LAC,11,0.03313253012048193
US011,MIN,11,0.03313253012048193
US011,NO,11,0.03313253012048193
US011,BUF,10,0.030120481927710843
US011,CHI,10,0.030120481927710843
US011,DAL,10,0.030120481927710843
US011,GB,10,0.030120481927710843
US011,ARI,9,0.02710843373493976
US011,DET,9,0.02710843373493976
US011,LV,9,0.02710843373493976
US011,NE,9,0.02710843373493976
US011,PIT,9,0.02710843373493976
US011,SEA,9,0.02710843373493976
US011,CAR,7,0.02108433734939759
US011,DEN,7,0.02108433734939759
US011,PHI,7,0.02108433734939759
US011,SF,7,0.02108433734939759
US011,TEN,7,0.02108433734939759
US011,CLE,5,0.015060240963855422
US011,NYJ,4,0.012048192771084338
US011,BAL,3,0.009036144578313253
