method_id,team,n,share
RS001,GB,6,0.06976744186046512
RS001,PHI,6,0.06976744186046512
RS001,BAL,5,0.05813953488372093
RS001,NO,5,0.05813953488372093
RS001,CIN,4,0.046511627906976744
RS001,IND,4,0.046511627906976744
RS001,KC,4,0.046511627906976744
RS001,LV,4,0.046511627906976744
RS001,ARI,3,0.03488372093023256
RS001,CAR,3,0.03488372093023256
RS001,CHI,3,0.03488372093023256
RS001,LA,3,0.03488372093023256
RS001,NYG,3,0.03488372093023256
RS001,PIT,3,0.03488372093023256
RS001,SEA,3,0.03488372093023256
RS001,TB,3,0.03488372093023256
RS001,ATL,2,0.023255813953488372
RS001,DET,2,0.023255813953488372
RS001,HOU,2,0.023255813953488372
RS001,LAC,2,0.023255813953488372
RS001,MIA,2,0.023255813953488372
RS001,MIN,2,0.023255813953488372
RS001,NE,2,0.023255813953488372
RS001,TEN,2,0.023255813953488372
RS001,WAS,2,0.023255813953488372
RS001,BUF,1,0.011627906976744186
RS001,CLE,1,0.011627906976744186
RS001,DAL,1,0.011627906976744186
RS001,DEN,1,0.011627906976744186
RS001,JAC,1,0.011627906976744186
RS001,SF,1,0.011627906976744186
RS002,BUF,9,0.07758620689655173
RS002,TEN,8,0.06896551724137931
RS002,WAS,8,0.06896551724137931
RS002,BAL,7,0.0603448275862069
RS002,LV,7,0.0603448275862069
RS002,JAC,6,0.05172413793103448
RS002,MIN,6,0.05172413793103448
RS002,ATL,5,0.04310344827586207
RS002,CAR,5,0.04310344827586207
RS002,CLE,5,0.04310344827586207
RS002,ARI,4,0.034482758620689655
RS002,CIN,4,0.034482758620689655
RS002,SEA,4,0.034482758620689655
RS002,SF,4,0.034482758620689655
RS002,CHI,3,0.02586206896551724
RS002,IND,3,0.02586206896551724
RS002,KC,3,0.02586206896551724
RS002,MIA,3,0.02586206896551724
RS002,NE,3,0.02586206896551724
RS002,NYG,3,0.02586206896551724
RS002,PHI,3,0.02586206896551724
RS002,DEN,2,0.017241379310344827
RS002,HOU,2,0.017241379310344827
RS002,LA,2,0.017241379310344827
RS002,LAC,2,0.017241379310344827
RS002,DAL,1,0.008620689655172414
RS002,NO,1,0.008620689655172414
RS002,NYJ,1,0.008620689655172414
RS002,PIT,1,0.008620689655172414
RS002,TB,1,0.008620689655172414
RS003,TEN,16,0.08791208791208792
RS003,WAS,15,0.08241758241758242
RS003,BUF,11,0.06043956043956044
RS003,ATL,10,0.054945054945054944
RS003,BAL,9,0.04945054945054945
RS003,NYG,9,0.04945054945054945
RS003,CHI,8,0.04395604395604396
RS003,JAC,8,0.04395604395604396
RS003,LV,8,0.04395604395604396
RS003,IND,7,0.038461538461538464
RS003,CLE,6,0.03296703296703297
RS003,KC,6,0.03296703296703297
RS003,MIA,6,0.03296703296703297
RS003,ARI,5,0.027472527472527472
RS003,CAR,5,0.027472527472527472
RS003,DAL,5,0.027472527472527472
RS003,NE,5,0.027472527472527472
RS003,SEA,5,0.027472527472527472
RS003,SF,5,0.027472527472527472
RS003,MIN,4,0.02197802197802198
RS003,NYJ,4,0.02197802197802198
RS003,PIT,4,0.02197802197802198
RS003,CIN,3,0.016483516483516484
RS003,DET,3,0.016483516483516484
RS003,NO,3,0.016483516483516484
RS003,PHI,3,0.016483516483516484
RS003,DEN,2,0.01098901098901099
RS003,LAC,2,0.01098901098901099
RS003,TB,2,0.01098901098901099
RS003,GB,1,0.005494505494505495
RS003,HOU,1,0.005494505494505495
RS003,LA,1,0.005494505494505495
